X,Y
1.030087489414416169e+01,1.143721112159977693e+01
1.092962130804770915e+01,8.291975091962934030e+00
8.967855285093104811e+00,9.971809187437294497e+00
1.094626408626632852e+01,9.995630494324345250e+00
1.044041919989146550e+01,8.977975133209545433e+00
9.263234985700815827e+00,9.256355072519598437e+00
7.562870933115307892e+00,1.131321557584248083e+01
1.162336106352961274e+01,8.253627881149942169e+00
1.080801564575363827e+01,9.984174106941887672e+00
8.341758466277761741e+00,1.015907895165956809e+01
1.042187729265121732e+01,8.557859858443910284e+00
8.025862000046474876e+00,1.186802006777903351e+01
8.679667304996462107e+00,1.139886151014629156e+01
9.250479828599248222e+00,9.317886080107101066e+00
1.053784785215784581e+01,1.049650285031608021e+01
1.009498512096940814e+01,1.032520561764080824e+01
1.092050985594936385e+01,1.152749494788574935e+01
1.106139300182219820e+01,9.703854306050700984e+00
9.750114083997818426e+00,1.097287274855465355e+01
8.200563105071921655e+00,1.124632755411425400e+01
1.062007288279806261e+01,9.570399731648400632e+00
8.816534335980872328e+00,9.926262891886626250e+00
9.805272459637437876e+00,9.701864520873797915e+00
9.527310926187681162e+00,1.206565336448030479e+01
1.046736951089017786e+01,1.055361241718102860e+01
1.146260815418343526e+01,8.109005685932389795e+00
1.108331524594333928e+01,8.708957140890621673e+00
8.953763027120125173e+00,1.046926665505462672e+01
1.098087030659770491e+01,1.098817388770653380e+01
1.095328382242072252e+01,1.183988193931041977e+01
9.144550517187397531e+00,9.010123116573625524e+00
9.452151689553172531e+00,1.031564668253085237e+01
1.079625436092863922e+01,8.323457912750464871e+00
1.256732861939099877e+01,9.491198740182881011e+00
1.232472300740330340e+01,9.589377721896745754e+00
1.035544200615018617e+01,9.750699715272203250e+00
1.021921119758390439e+01,1.079269464286156754e+01
1.157102189254046820e+01,8.597410076557808978e+00
1.197986144686180410e+01,8.429831878667355838e+00
1.038443113783150196e+01,9.320859863367582321e+00
8.014425598172444154e+00,1.016503027578480278e+01
1.029527943526295175e+01,1.018528802769210273e+01
1.081423056802800353e+01,1.116901101821074604e+01
9.002261247313885661e+00,9.915120145510249117e+00
1.027977117374622473e+01,9.543786903536894073e+00
9.542407939493696034e+00,1.128620689125902388e+01
9.945878886570993060e+00,1.052021175235489103e+01
9.905363923837898099e+00,1.050357227622662570e+01
1.068455109171984319e+01,1.127596555917993371e+01
9.560037054276040891e+00,1.137605120869245923e+01
9.789050692879369464e+00,1.100715191912117952e+01
1.149196750028826663e+01,9.020835297507215245e+00
1.164166516086088521e+01,1.018594504668852352e+01
9.947980147681509067e+00,1.035119524747371855e+01
8.177937718912204446e+00,1.098576133850841785e+01
1.140207794677337283e+01,9.021746610689641344e+00
9.870615213465747217e+00,1.074080759799346652e+01
1.041008481039091649e+01,9.926887057099925471e+00
9.760892440758825117e+00,8.837530216329298582e+00
9.432731379023717722e+00,1.068414571045201988e+01
1.042895965591752372e+01,8.103275987783241874e+00
1.117114555471894910e+01,9.198250385153070141e+00
1.094932198780507449e+01,9.344171840242692539e+00
1.106315497444978746e+01,8.680229058483369897e+00
9.211167965900683541e+00,9.924645230079113034e+00
9.930715241007229466e+00,8.728402455401157667e+00
8.854032908941785962e+00,1.065532757047694012e+01
9.084249531879335038e+00,9.136917308364914447e+00
1.054809525257884673e+01,9.504171246834117071e+00
9.426621061609928631e+00,1.065041654883541433e+01
1.150808849534816503e+01,8.441770869095140739e+00
1.021007537262147480e+01,1.018214971380790423e+01
9.101888967295623800e+00,9.970748934649682482e+00
1.037801376955996346e+01,1.025382505840181047e+01
8.868843849503418753e+00,1.020324864935833453e+01
1.077974045175190909e+01,9.465590256262597535e+00
1.017413839889256444e+01,9.538277148976465725e+00
9.341485754884251591e+00,1.080796973971760622e+01
9.802144814910619175e+00,1.081174825746709622e+01
1.129744423341189652e+01,9.440949129406861928e+00
9.235472247760196041e+00,9.155027382416015769e+00
9.912934605078433492e+00,1.032350966394876401e+01
9.430610528094975464e+00,1.005285928536871687e+01
8.757312769832171995e+00,1.046342918268052813e+01
1.088443816018620325e+01,1.019874669084491003e+01
9.688922971654099214e+00,1.054333402748643422e+01
8.386300278100085492e+00,1.137995712342429577e+01
1.170856656062217027e+01,8.509327386399830218e+00
1.017506791555238443e+01,9.480917434306739722e+00
1.026444561363026153e+01,8.706254889372889494e+00
1.074547218381398395e+01,9.646392299501684420e+00
1.126483870642999285e+01,9.228275771131958294e+00
1.054750788185141985e+01,9.605349080515392046e+00
8.459552025111479523e+00,1.106639771727006405e+01
9.750784263757097392e+00,1.011373728856781895e+01
8.388397435971951310e+00,1.010561087686849113e+01
9.410664797076575994e+00,1.009525705478571034e+01
1.070623991553446785e+01,8.363941793799368085e+00
1.054529973167341517e+01,9.615960480896211138e+00
1.016684743310089978e+01,1.063966017015744292e+01
1.072400981409639442e+01,9.195709605540708154e+00
1.025547405289547775e+01,1.048898936901089485e+01
1.080048710241957721e+01,9.052922717235354355e+00
1.114608319253114388e+01,8.558018866876953012e+00
1.054667589184276011e+01,8.604919559728351430e+00
9.687766495858403104e+00,1.015516625289414065e+01
1.126636478061216273e+01,1.000635943125594984e+01
9.173939158301259056e+00,1.077800342585503124e+01
1.088380998552434775e+01,9.695148510680734688e+00
1.031724706485034737e+01,9.511335600878933150e+00
9.440187295752556551e+00,1.032628502838143980e+01
1.200408094105154611e+01,8.114661496662728624e+00
9.141862454917841774e+00,1.118874649178627578e+01
1.135592617164168772e+01,1.024469576521824621e+01
1.186055464777786206e+01,9.699105820132514211e+00
9.652046596923852917e+00,8.948701936099585197e+00
9.860950689103146871e+00,1.090600863104573115e+01
9.988306701208475857e+00,1.061497425312630050e+01
9.250630855415653997e+00,1.116030756166223270e+01
9.200517419938092800e+00,1.127817183376402710e+01
9.104029356591912148e+00,1.046368729291445199e+01
9.927358786838619054e+00,9.091215732900066016e+00
9.090785960273514377e+00,1.034622798496157259e+01
1.014007088453023719e+01,9.594791343578998877e+00
8.982648679316451279e+00,8.640593542924531079e+00
1.123403034795150290e+01,9.196620645699004726e+00
1.213610538397205474e+01,9.078008167097825876e+00
9.338704973639924134e+00,1.012812195376695179e+01
1.004477452794431258e+01,9.836170227569200009e+00
9.553973498092647176e+00,1.076519674475920141e+01
9.802503328250500303e+00,1.177434216444718729e+01
8.894887604787045987e+00,1.088959301204837260e+01
9.575426922552015441e+00,1.046110408409830406e+01
8.225695959764863119e+00,9.272993034650596655e+00
1.261012056836030126e+01,9.846187255053562737e+00
1.035817141930908569e+01,1.118336196018915984e+01
8.733746779136986049e+00,1.065343152336822996e+01
1.063338535384220052e+01,9.641389758903759599e+00
9.390883667669037038e+00,9.514180346026497759e+00
1.176451101684189560e+01,8.804635226359863509e+00
8.413897082799735472e+00,1.003971791078318176e+01
1.112640881824584049e+01,1.108015304779369359e+01
1.059725891994323632e+01,9.487476908387687757e+00
1.060395273497838531e+01,1.085957061951790337e+01
9.965170427076285975e+00,9.019408664420327071e+00
8.766980350146566181e+00,1.178034534713070158e+01
1.075169722504096370e+01,8.708329282871133614e+00
1.117528473039936898e+01,9.716942825755269908e+00
1.149710812724441311e+01,9.436274353557246641e+00
9.182807314791494591e+00,1.134198314451353085e+01
1.068002572838095254e+01,9.156469623498693977e+00
8.255386633299954369e+00,1.116104517450765243e+01
1.053453224631124741e+01,1.103364744797729990e+01
1.087440306535620138e+01,1.002219546530973560e+01
8.477783294601444197e+00,1.256223129078326650e+01
1.000238781142470934e+01,1.018939785221730432e+01
1.101494572938659999e+01,9.638531837943135727e+00
9.223545583631901579e+00,9.110707273604797152e+00
9.190269293859973487e+00,9.814249660474274606e+00
1.074527193516920853e+01,1.147707995764995736e+01
1.088028089621229988e+01,9.391289489730837658e+00
9.425299011380969816e+00,1.017101664861916532e+01
9.524435229004581061e+00,1.137981080359188191e+01
9.946093786051013907e+00,9.624462979191187983e+00
1.155774132543473343e+01,9.872749324555046613e+00
1.046256020710657531e+01,1.034029071503448094e+01
9.982269419665659171e+00,9.459829373329215585e+00
1.088287827239985717e+01,8.752209970464692290e+00
8.933463401500370438e+00,1.080236092759504274e+01
1.037752962603364004e+01,1.161269555190798108e+01
9.091013208591743222e+00,1.075613654700612187e+01
7.608128239895082245e+00,1.192942423865570767e+01
1.035781045373727416e+01,8.845112592396699114e+00
8.895769440791999827e+00,1.037361559823039947e+01
1.072095108945560327e+01,1.138465774726191704e+01
9.380390194445844543e+00,1.017505578450640868e+01
9.622701681581823152e+00,9.069939248698570822e+00
1.000780627954764945e+01,1.178714196412292914e+01
8.597374168158113505e+00,1.083408331530107205e+01
9.370876839844349604e+00,9.276523646019457559e+00
8.843832233114474306e+00,1.011224540094825564e+01
9.791832750883560976e+00,1.035700304152195805e+01
9.411093694081007044e+00,1.017135205854434865e+01
9.727602403867402714e+00,9.828894995574758653e+00
1.102645439631368873e+01,7.930449195938392926e+00
1.101040455043574084e+01,1.044367006841944523e+01
8.370631871816968328e+00,1.213799197568037869e+01
9.026123479053287824e+00,1.054225727946470137e+01
1.108684652769035672e+01,9.435717414891614752e+00
1.053314912077046905e+01,9.102350951443590077e+00
9.193356133270984998e+00,1.104200533173727905e+01
1.008872946668384962e+01,1.012929966906694190e+01
1.105071422154193250e+01,8.951954625677620569e+00
9.509728091787426507e+00,1.004474479564109402e+01
9.974220845938921443e+00,9.825924846900614185e+00
1.019132994247453006e+01,1.086113319974653635e+01
9.295510246536398569e+00,1.076544837402824406e+01
1.258712325168620794e+01,7.195864063438885516e+00
9.008845912625213614e+00,1.145477381797892491e+01
1.125892426764458776e+01,8.984947875361765313e+00
8.252274922508096466e+00,1.074412036141544391e+01
1.117603041472199266e+01,1.002602871955866704e+01
1.008843602348798818e+01,9.716775227363717349e+00
9.349054333126106897e+00,1.135046031777852704e+01
8.214939930176317517e+00,1.170246171528979495e+01
8.307036197102643627e+00,1.161243798772993152e+01
1.027072494053618712e+01,8.761451403506582025e+00
1.077667446352912783e+01,8.066300029365221391e+00
1.144815132058550056e+01,9.037251896034380394e+00
1.145661605652296444e+01,1.060012587340339962e+01
1.079483914220496388e+01,8.818966338951698347e+00
9.291788674202717146e+00,1.106001875484994024e+01
8.708531795760688254e+00,1.058337460428838739e+01
8.818535367498997246e+00,1.007118392098593418e+01
8.382519190669066589e+00,1.061348039298151491e+01
1.172981884102415684e+01,8.554480566736550884e+00
9.336930550048176514e+00,9.392754940295960253e+00
9.601946234755279974e+00,8.966687660285900918e+00
9.169654042327824328e+00,1.142470679169536396e+01
1.041097966315617462e+01,1.084661962803023627e+01
1.008857135037408348e+01,8.935884264121355613e+00
1.106094067393232372e+01,8.486898225827175679e+00
9.100022894328439804e+00,8.852503241754771324e+00
8.416571611242336104e+00,1.047226155274986859e+01
1.103493144170875695e+01,8.897897452204285074e+00
1.073998063097429601e+01,1.044010012472984350e+01
1.009479798128982431e+01,1.121495307707916034e+01
1.127145852766666678e+01,9.740428214017118336e+00
9.778291063389886517e+00,1.039003909993858876e+01
8.701727176197231017e+00,9.514195200051595691e+00
9.094934118433988246e+00,9.586967111032345557e+00
9.877239268044508691e+00,1.076587000904193303e+01
1.025988569056981348e+01,1.037592204687874187e+01
1.036558531113231574e+01,1.158077258224279760e+01
9.661045017642409860e+00,9.391451846113524127e+00
9.825507840871669174e+00,9.326583025785719627e+00
1.153362417721120181e+01,1.009964930807615424e+01
1.047050599001545912e+01,1.026445535931773456e+01
1.032875788544169104e+01,8.865632565357213224e+00
1.044329174391762116e+01,9.239525982558523864e+00
9.480063760553274932e+00,1.093218035824459022e+01
1.059591354599695734e+01,9.925395975506100754e+00
1.117208485016997344e+01,8.473380427737167153e+00
9.613878265801890421e+00,9.701053464936810755e+00
1.049179671223478749e+01,9.574508362321566324e+00
1.049171786830009800e+01,9.731522809662685347e+00
8.960248437081908435e+00,1.030020461827052003e+01
1.077117558727734092e+01,9.127496715548245376e+00
1.029401998658087258e+01,8.655425733238301333e+00
9.680578191819620315e+00,7.937593001165214268e+00
9.177332489930829951e+00,1.032944445807576628e+01
9.392295490494740662e+00,1.198178962947324422e+01
1.114055490012146521e+01,1.095982615600935972e+01
8.124640161038103159e+00,9.933262435036455784e+00
9.423201046976071638e+00,1.001914451068318712e+01
9.367382743810493295e+00,1.085956972723844771e+01
1.047946535028918369e+01,9.938979264561039528e+00
9.349154828154194519e+00,1.035715117056523127e+01
1.195244199066732449e+01,7.615964164841257933e+00
1.145756146005443377e+01,9.703541240266991608e+00
1.076839570823337588e+01,7.362829178202886737e+00
1.047902167004598795e+01,9.705162776227385990e+00
9.086466179358195561e+00,1.029846275568001523e+01
1.222085357321293486e+01,8.525889072401774627e+00
1.043299093361794760e+01,9.333553962484860023e+00
8.942470387861321868e+00,1.100038439550879943e+01
1.185886712599922888e+01,9.201195759271575625e+00
1.150682503986180372e+01,8.357651129008219826e+00
1.016941966904180639e+01,1.143740949419345476e+01
9.574235336559970833e+00,9.832919742910551264e+00
9.625170789170972796e+00,9.770678906431417232e+00
9.227405701636763879e+00,1.035249465594297469e+01
9.018628821292118403e+00,1.031186972333447649e+01
1.049202659208862976e+01,1.035111831290955564e+01
9.570645388485717220e+00,1.124574547106897349e+01
8.252984639482736640e+00,1.076981477528189579e+01
1.042788321489656767e+01,1.069694985012874078e+01
9.678646868403120607e+00,9.898397994813132428e+00
1.004860639074304807e+01,1.001587182586274061e+01
1.008539608415815536e+01,9.091105265237249711e+00
1.053299395826014795e+01,9.860577212241313561e+00
1.047876557166315337e+01,8.904297039560914229e+00
9.444094442389246780e+00,9.811589213584738900e+00
1.004850934690556663e+01,8.348042716092281879e+00
1.078514981624504543e+01,1.139329377311038272e+01
1.167838589475861077e+01,8.641697891912096807e+00
1.189896353492050451e+01,8.628848723882468263e+00
9.695149470654962798e+00,1.041771811403820358e+01
1.071867191981892553e+01,1.080999165311866328e+01
9.912296161295952146e+00,1.130712867649436149e+01
9.774878028521404971e+00,1.000977824643144487e+01
1.096291627875820218e+01,8.713672003706401270e+00
1.036734749231459851e+01,1.057137082368715930e+01
1.086908758117595042e+01,9.730913542550414519e+00
1.055968201807703366e+01,8.699809622539991238e+00
9.084243573113793602e+00,1.021643079636700691e+01
1.132036013188850632e+01,9.523518437758827559e+00
7.736621992382168855e+00,1.087224595080946088e+01
9.982650876097601156e+00,9.703850368103442037e+00
9.372681501755202760e+00,9.097547104148127062e+00
9.401985837964110360e+00,9.491284293908464065e+00
8.284606066389820000e+00,1.004887170186024647e+01
1.008498565277529124e+01,8.986925033125494622e+00
1.079883968017557550e+01,1.152829615649153006e+01
1.103044752692380825e+01,1.047252448593643770e+01
1.070874213201017433e+01,8.997279057120030288e+00
9.512487719478457393e+00,9.997529699882045762e+00
1.161736658293028590e+01,8.092227179170773610e+00
8.654890123227549026e+00,1.030982782007825449e+01
8.657252165475725292e+00,1.173199510710071891e+01
1.054989950418583255e+01,9.420878454789111345e+00
9.160677924670013184e+00,9.601596900731513173e+00
1.012171019313072584e+01,9.876998876297093943e+00
7.976797760819425598e+00,9.775531740445927653e+00
1.025185839996825266e+01,9.037525214434795728e+00
9.934675936545058761e+00,1.089318667059067280e+01
1.052007512925480981e+01,9.718305779582522064e+00
9.716138651976274687e+00,9.737543668189704960e+00
1.127371880658824388e+01,8.036051348795071547e+00
9.776687607622507770e+00,1.074719242332204594e+01
9.018951649274056237e+00,8.719761756843421807e+00
9.085559558163502913e+00,1.117890962858673376e+01
1.045730548680312033e+01,8.831817607649211865e+00
1.073826047496839919e+01,9.750705451382980726e+00
1.151497507985399160e+01,8.782052840644212210e+00
1.009911202471218949e+01,1.040699370566899873e+01
8.452086177919767351e+00,9.770107075844844502e+00
7.684397539299956392e+00,1.183753311553922849e+01
1.150495064257851752e+01,9.717361747054578558e+00
9.906699121084384885e+00,9.891823463419527229e+00
1.016016132700679009e+01,1.155753378036445334e+01
9.352292449277095798e+00,8.902085290745723967e+00
8.307692764707582000e+00,9.912179330458643634e+00
1.098592041658927343e+01,9.290482722642972035e+00
1.169059293102525032e+01,8.511345660312334971e+00
1.207189017925754548e+01,8.918290071651867379e+00
1.034479438356846259e+01,9.541317866895484556e+00
1.068890862449978663e+01,9.370205602846182202e+00
9.947798033459637423e+00,9.672246824663886855e+00
1.158053288183967844e+01,8.707788259501974437e+00
1.136363529474154532e+01,7.852648879851747310e+00
9.170681142552192355e+00,8.399394742281387494e+00
9.312918933775675256e+00,1.048056282983549536e+01
1.167194118292953320e+01,9.267053967000023817e+00
9.714694573232176111e+00,9.239218736906314788e+00
1.133763115946901046e+01,1.023627760101150663e+01
1.020606265062048124e+01,1.161974315582300576e+01
1.061626072418871658e+01,7.539073629998501502e+00
1.015329647034337590e+01,1.076055159776530523e+01
9.942501456637216961e+00,1.012392236148172309e+01
9.166000347770770773e+00,1.072681157226539206e+01
1.121415218437098638e+01,8.916226206061883985e+00
9.903738391357629567e+00,9.510481027426793688e+00
8.610548698697577663e+00,1.104356006190388406e+01
9.089197880088846659e+00,9.541432914253221043e+00
9.261804276268517100e+00,1.033350997369640467e+01
1.220129167575999851e+01,8.969593719712749547e+00
9.147622077368268378e+00,9.909947904249106543e+00
9.698052444380316217e+00,9.177738692545215571e+00
8.644428126150826230e+00,9.957960788379834227e+00
9.564446319860095969e+00,1.120913692883227775e+01
1.103481708153692864e+01,1.088279022566375609e+01
1.100803322086446023e+01,9.803472460768803742e+00
1.065673710207577685e+01,9.560357767211748126e+00
9.655468820004280417e+00,1.016251123819852076e+01
1.030182388943251048e+01,9.756833121251300867e+00
1.122388977394163234e+01,9.570949475490655445e+00
1.002984731242000294e+01,1.125821038428854770e+01
9.731639181250676174e+00,1.058155577605728226e+01
8.955065931820223923e+00,9.700842761233243294e+00
1.012034248641375989e+01,9.031558134080354350e+00
1.177971867916264159e+01,7.808784374742117507e+00
9.618047702377371166e+00,1.039356892474327054e+01
9.486571629466585165e+00,8.781099597726502282e+00
9.531544134110607303e+00,1.006779875126047230e+01
8.658722036713445647e+00,9.286355790962968371e+00
9.470977713124680619e+00,1.120413427745533852e+01
1.010445450413163115e+01,9.408706780795958124e+00
9.095274751825392912e+00,1.112826513541245177e+01
9.244999647653409980e+00,9.525438242566410807e+00
9.433626933202383213e+00,1.224070946705793261e+01
1.068360355249296845e+01,1.066499319104470445e+01
1.100475041591272429e+01,9.015265043442015624e+00
9.158770990429001557e+00,1.019810785968822309e+01
1.029050714294343649e+01,1.018780789778084639e+01
1.006401564533049253e+01,1.045339759025579873e+01
9.646544178576792916e+00,9.656957200823576670e+00
1.205342416200874389e+01,8.151157687124992890e+00
1.104935344279403253e+01,1.037275883473457583e+01
1.017947430626362504e+01,1.082213433119018831e+01
1.060894531870600765e+01,9.535843298404339308e+00
1.076105653710420995e+01,1.037112898333875677e+01
9.952630273345784317e+00,1.136445222658189635e+01
8.882401077331090633e+00,1.128134665606581066e+01
9.819979241453712149e+00,9.184815067596362681e+00
1.030051188964692699e+01,9.742890734426696397e+00
1.132222946635838667e+01,1.089383497946135471e+01
1.001521937393831330e+01,9.885071750830467963e+00
9.907736715126745253e+00,1.024883823651716774e+01
9.776491376760457541e+00,1.123859449725991233e+01
9.190773256314139772e+00,1.064003893665394607e+01
1.062992974073320163e+01,9.383734572444025090e+00
8.603466244023325160e+00,1.023859377709827712e+01
9.216380232064878442e+00,1.011433316231249613e+01
9.977083187578882573e+00,9.822556518231076339e+00
1.050128005035250744e+01,1.013639080506717072e+01
8.537777564779668538e+00,1.105594325852411330e+01
1.038413449105426878e+01,1.059854512060223009e+01
1.082322684701021842e+01,9.547740665612664657e+00
8.683725540837315293e+00,1.090021250790501206e+01
1.017859844401366587e+01,8.001382226443972456e+00
9.052946089619016590e+00,8.816626290505597652e+00
1.014612870323319349e+01,9.140803225953582967e+00
9.684190173633012932e+00,1.060951494740187862e+01
1.073839255216053878e+01,7.957716950040957471e+00
9.867838655889819677e+00,1.076540409896126604e+01
9.187913919512261884e+00,1.118431946501926078e+01
1.032491677568299693e+01,1.138535829244387720e+01
